0, -82.5, -177.5, Ross Sea, Arctic: Within the Antarctic Circle, South Polar Gyre Current
825, -7.5, -122.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
826, -7.5, -117.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
827, -7.5, -112.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
828, -7.5, -107.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
829, -7.5, -102.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
830, -7.5, -97.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
831, -7.5, -92.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
832, -7.5, -87.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
833, -7.5, -82.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
834, -7.5, -32.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
835, -7.5, -27.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
836, -7.5, -22.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
837, -7.5, -17.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
838, -7.5, -12.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
839, -7.5, -7.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
840, -7.5, -2.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
841, -7.5, 2.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
842, -7.5, 7.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
843, -7.5, 12.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
844, -7.5, 42.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Somali Current
845, -7.5, 47.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Mozambique Current
846, -7.5, 52.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Mozambique Current
847, -7.5, 57.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Mozambique Current & South Equatorial Current
848, -7.5, 62.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
849, -7.5, 67.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
850, -7.5, 72.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
851, -7.5, 77.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
852, -7.5, 82.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
853, -7.5, 87.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
854, -7.5, 92.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
855, -7.5, 97.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
856, -7.5, 102.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
857, -7.5, 117.5, Flores Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
858, -7.5, 122.5, Banda Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current & Indian Monsoon Current
859, -7.5, 127.5, Banda Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
860, -7.5, 132.5, Arafura Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
861, -7.5, 137.5, Arafura Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
862, -7.5, 147.5, Solomon Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
863, -7.5, 152.5, Solomon Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
864, -7.5, 157.5, Solomon Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
865, -7.5, 162.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current & Lunwei Current
866, -7.5, 167.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
867, -7.5, 172.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
868, -7.5, 177.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
869, -2.5, -177.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
870, -2.5, -172.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
871, -2.5, -167.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
872, -2.5, -162.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
873, -2.5, -157.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
874, -2.5, -152.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
875, -2.5, -147.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
876, -2.5, -142.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
877, -2.5, -137.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
878, -2.5, -132.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
879, -2.5, -127.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
880, -2.5, -122.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
881, -2.5, -117.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
882, -2.5, -112.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
883, -2.5, -107.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
884, -2.5, -102.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
885, -2.5, -97.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
886, -2.5, -92.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
887, -2.5, -87.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
888, -2.5, -82.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
889, -2.5, -42.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Brazilian Warm Current
890, -2.5, -37.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
891, -2.5, -32.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
892, -2.5, -27.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current & Brazilian Warm Current
893, -2.5, -22.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
894, -2.5, -17.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
895, -2.5, -12.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
896, -2.5, -7.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
897, -2.5, -2.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
898, -2.5, 2.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
899, -2.5, 7.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Guinea Warm Current
900, -2.5, 42.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Somali Current
901, -2.5, 47.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Somali Current
902, -2.5, 52.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Somali Current
903, -2.5, 57.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Somali Current
904, -2.5, 62.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Somali Current
905, -2.5, 67.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
906, -2.5, 72.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
907, -2.5, 77.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
908, -2.5, 82.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
909, -2.5, 87.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
910, -2.5, 92.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
911, -2.5, 97.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
912, -2.5, 107.5, South China Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
913, -2.5, 117.5, Makassar Strait,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
914, -2.5, 122.5, Banda Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
915, -2.5, 127.5, Ceram Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
916, -2.5, 132.5, Ceram Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
917, -2.5, 142.5, Bismarck Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
918, -2.5, 147.5, Bismarck Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
919, -2.5, 152.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
920, -2.5, 157.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
921, -2.5, 162.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
922, -2.5, 167.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
923, -2.5, 172.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
924, -2.5, 177.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
925, 2.5, -177.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
926, 2.5, -172.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
927, 2.5, -167.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
928, 2.5, -162.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
929, 2.5, -157.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
930, 2.5, -152.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
931, 2.5, -147.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
932, 2.5, -142.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
933, 2.5, -137.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
934, 2.5, -132.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
935, 2.5, -127.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
936, 2.5, -122.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
937, 2.5, -117.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
938, 2.5, -112.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
939, 2.5, -107.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
940, 2.5, -102.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
941, 2.5, -97.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
942, 2.5, -92.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
943, 2.5, -87.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, Lunwei Current
944, 2.5, -82.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, Peru Cold Current (Humboldt Current)
945, 2.5, -47.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Brazilian Warm Current
946, 2.5, -42.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, South Equatorial Current
947, 2.5, -37.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, South Equatorial Current
948, 2.5, -32.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, South Equatorial Current
949, 2.5, -27.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, South Equatorial Current
950, 2.5, -22.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Benguela Cold Current
951, 2.5, -17.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Guinea WarmCurrent
952, 2.5, -12.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Benguela Cold Current
953, 2.5, -7.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Benguela Cold Current
954, 2.5, -2.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Benguela Cold Current
955, 2.5, 2.5, Gulf of Guinea, Tropical: between the Tropic of Cancer and the Equator, Guinea Warm Current
956, 2.5, 7.5, Gulf of Guinea, Tropical: between the Tropic of Cancer and the Equator, Guinea Warm Current
957, 2.5, 47.5, Indian Ocean, Tropical: between the Tropic of Cancer and the Equator, Somali Current
958, 2.5, 52.5, Indian Ocean, Tropical: between the Tropic of Cancer and the Equator, Somali Current
959, 2.5, 57.5, Indian Ocean, Tropical: between the Tropic of Cancer and the Equator, South Equatorial Current
960, 2.5, 62.5, Indian Ocean, Tropical: between the Tropic of Cancer and the Equator, South Equatorial Current
961, 2.5, 67.5, Arabian Sea, Tropical: between the Tropic of Cancer and the Equator, Equatorial Counter Current
962, 2.5, 72.5, Laccadive Sea, Tropical: between the Tropic of Cancer and the Equator, Equatorial Counter Current
963, 2.5, 77.5, Indian Ocean, Tropical: between the Tropic of Cancer and the Equator, Equatorial Counter Current
964, 2.5, 82.5, Indian Ocean, Tropical: between the Tropic of Cancer and the Equator, Equatorial Counter Current
965, 2.5, 87.5, Indian Ocean, Tropical: between the Tropic of Cancer and the Equator, Equatorial Counter Current
966, 2.5, 92.5, Indian Ocean, Tropical: between the Tropic of Cancer and the Equator, Equatorial Counter Current
967, 2.5, 97.5, Indian Ocean, Tropical: between the Tropic of Cancer and the Equator, Equatorial Counter Current
968, 2.5, 107.5, South China Sea, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
969, 2.5, 122.5, Celebes Sea, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current & Equatorial Counter Current
970, 2.5, 127.5, Molucca Sea, Tropical: between the Tropic of Cancer and the Equator, Equatorial Counter Current
971, 2.5, 132.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
972, 2.5, 137.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
973, 2.5, 142.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, Equatorial Counter Current
974, 2.5, 147.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
975, 2.5, 152.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
976, 2.5, 157.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
977, 2.5, 162.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
978, 2.5, 167.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
979, 2.5, 172.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, Equatorial Counter Current
980, 2.5, 177.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
981, 7.5, -177.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
982, 7.5, -172.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
983, 7.5, -167.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
984, 7.5, -162.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
985, 7.5, -157.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
986, 7.5, -152.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
987, 7.5, -147.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
988, 7.5, -142.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
989, 7.5, -137.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
990, 7.5, -132.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, Equatorial Counter Current
991, 7.5, -127.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current & Equatorial Counter Current
992, 7.5, -122.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current & Equatorial Counter Current
993, 7.5, -117.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, Equatorial Counter Current
994, 7.5, -112.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
995, 7.5, -107.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, Equatorial Counter Current
996, 7.5, -102.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
997, 7.5, -97.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current & Equatorial Counter Current
998, 7.5, -92.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current & Equatorial Counter Current
999, 7.5, -87.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current & Equatorial Counter Current
1000, 7.5, -82.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, Equatorial Counter Current
1001, 7.5, -57.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, North Brazil Current
1002, 7.5, -52.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, North Brazil Current
1003, 7.5, -47.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, North Brazil Current
1004, 7.5, -42.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1005, 7.5, -37.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, North Brazil Current
1006, 7.5, -32.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Guinea Warm Current
1007, 7.5, -27.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Guinea Warm Current
1008, 7.5, -22.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Guinea Warm Current
1009, 7.5, -17.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Guinea Warm Current
1010, 7.5, 52.5, Indian Ocean, Tropical: between the Tropic of Cancer and the Equator, Somali Current
1011, 7.5, 57.5, Arabian Sea, Tropical: between the Tropic of Cancer and the Equator, Somali Current & Indian Monsoon Current
1012, 7.5, 62.5, Arabian Sea, Tropical: between the Tropic of Cancer and the Equator, Somali Current
1013, 7.5, 67.5, Arabian Sea, Tropical: between the Tropic of Cancer and the Equator, Somali Current
1014, 7.5, 72.5, Laccadive Sea, Tropical: between the Tropic of Cancer and the Equator, Somali Current & Indian Monsoon Current
1015, 7.5, 77.5, Laccadive Sea, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1016, 7.5, 82.5, Bay of Bengal, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1017, 7.5, 87.5, Bay of Bengal, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1018, 7.5, 92.5, Bay of Bengal, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1019, 7.5, 97.5, Andaman Sea, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1020, 7.5, 102.5, Gulf of Thailand, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1021, 7.5, 107.5, South China Sea, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1022, 7.5, 112.5, South China Sea, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1023, 7.5, 117.5, Sulu Sea, Tropical: between the Tropic of Cancer and the Equator, Mindanao Current
1024, 7.5, 122.5, Celebes Sea, Tropical: between the Tropic of Cancer and the Equator, Mindanao Current
1025, 7.5, 127.5, Philippine Sea, Tropical: between the Tropic of Cancer and the Equator, Kuroshio (Japan Warm Current) & North Equatorial Current
1026, 7.5, 132.5, Philippine Sea, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1027, 7.5, 137.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1028, 7.5, 142.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1029, 7.5, 147.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1030, 7.5, 152.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1031, 7.5, 157.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1032, 7.5, 162.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current & North Equatorial Current
1033, 7.5, 167.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1034, 7.5, 172.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1035, 7.5, 177.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1036, 12.5, -177.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1037, 12.5, -172.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1038, 12.5, -167.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1039, 12.5, -162.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1040, 12.5, -157.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1041, 12.5, -152.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1042, 12.5, -147.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1043, 12.5, -142.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1044, 12.5, -137.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1045, 12.5, -132.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1046, 12.5, -127.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1047, 12.5, -122.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1048, 12.5, -117.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1049, 12.5, -112.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, California Cool Current
1050, 12.5, -107.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, California Cool Current
1051, 12.5, -102.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, California Cool Current
1052, 12.5, -97.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, California Cool Current
1053, 12.5, -92.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, California Cool Current
1054, 12.5, -87.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, California Cool Current
1055, 12.5, -82.5, Caribbean Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current
1056, 12.5, -77.5, Caribbean Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current
1057, 12.5, -72.5, Caribbean Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current
1058, 12.5, -67.5, Caribbean Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current
1059, 12.5, -62.5, Caribbean Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current
1060, 12.5, -57.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, North Brazil Current
1061, 12.5, -52.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, North Brazil Current
1062, 12.5, -47.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, North Brazil Current
1063, 12.5, -42.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Guinea Warm Current
1064, 12.5, -37.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Guinea Warm Current
1065, 12.5, -32.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Guinea Warm Current
1066, 12.5, -27.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Guinea Warm Current
1067, 12.5, -22.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Guinea Warm Current
1068, 12.5, -17.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Canary Cool Current
1069, 12.5, 47.5, Gulf of Aden, Tropical: between the Tropic of Cancer and the Equator, Somali Current
1070, 12.5, 52.5, Arabian Sea, Tropical: between the Tropic of Cancer and the Equator, Somali Current
1071, 12.5, 57.5, Arabian Sea, Tropical: between the Tropic of Cancer and the Equator, Somali Current
1072, 12.5, 62.5, Arabian Sea, Tropical: between the Tropic of Cancer and the Equator, Somali Current
1073, 12.5, 67.5, Arabian Sea, Tropical: between the Tropic of Cancer and the Equator, Somali Current
1074, 12.5, 72.5, Laccadive Sea, Tropical: between the Tropic of Cancer and the Equator, Somali Current
1075, 12.5, 82.5, Bay of Bengal, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1076, 12.5, 87.5, Bay of Bengal, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1077, 12.5, 92.5, Andaman Sea, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1078, 12.5, 97.5, Andaman Sea, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1079, 12.5, 112.5, South China Sea, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1080, 12.5, 117.5, South China Sea, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1081, 12.5, 127.5, Philippine Sea, Tropical: between the Tropic of Cancer and the Equator, Kuroshio (Japan Warm Current)
1082, 12.5, 132.5, Philippine Sea, Tropical: between the Tropic of Cancer and the Equator, Kuroshio (Japan Warm Current)
1083, 12.5, 137.5, Philippine Sea, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
